header,class,mechanism,group
gene:proph:179753,prophage,prophage,prophage
gene:vir:102108,virulence,virulence,virulence
gene:proph:167123,prophage,prophage,prophage
gene:vir:99707,virulence,virulence,virulence
gene:proph:171266,prophage,prophage,prophage
gene:vir:108499,virulence,virulence,virulence
gene:proph:174379,prophage,prophage,prophage
gene:proph:177322,prophage,prophage,prophage
gene:plasmid:152764,plasmid,plasmid,plasmid
gene:proph:181293,prophage,prophage,prophage
gene:vir:103683,virulence,virulence,virulence
gene:plasmid:13686,plasmid,plasmid,plasmid
gene:proph:169143,prophage,prophage,prophage
gene:plasmid:147491,plasmid,plasmid,plasmid
gene:plasmid:135614,plasmid,plasmid,plasmid
gene:plasmid:152762,plasmid,plasmid,plasmid
gene:vir:105195,virulence,virulence,virulence
gene:proph:167266,prophage,prophage,prophage
gene:plasmid:124036,plasmid,plasmid,plasmid
gene:plasmid:28970,plasmid,plasmid,plasmid
gene:vir:102134,virulence,virulence,virulence
gene:plasmid:91723,plasmid,plasmid,plasmid
gene:proph:177789,prophage,prophage,prophage
gene:plasmid:115793,plasmid,plasmid,plasmid
gene:plasmid:85080,plasmid,plasmid,plasmid
gene:plasmid:85079,plasmid,plasmid,plasmid
gene:plasmid:136571,plasmid,plasmid,plasmid
gene:plasmid:124822,plasmid,plasmid,plasmid
gene:vir:105404,virulence,virulence,virulence
gene:plasmid:93372,plasmid,plasmid,plasmid
gene:vir:103725,virulence,virulence,virulence
gene:vir:2640,virulence,virulence,virulence
gene:proph:177375,prophage,prophage,prophage
gene:proph:168497,prophage,prophage,prophage
gene:vir:108668,virulence,virulence,virulence
gene:proph:177312,prophage,prophage,prophage
gene:vir:1737,virulence,virulence,virulence
gene:plasmid:131183,plasmid,plasmid,plasmid
gene:plasmid:14555,plasmid,plasmid,plasmid
gene:proph:167203,prophage,prophage,prophage
gene:plasmid:16214,plasmid,plasmid,plasmid
gene:plasmid:28714,plasmid,plasmid,plasmid
gene:proph:165597,prophage,prophage,prophage
gene:vir:99893,virulence,virulence,virulence
gene:plasmid:28904,plasmid,plasmid,plasmid
gene:plasmid:13924,plasmid,plasmid,plasmid
gene:plasmid:122705,plasmid,plasmid,plasmid
gene:vir:105239,virulence,virulence,virulence
gene:vir:1742,virulence,virulence,virulence
gene:plasmid:154492,plasmid,plasmid,plasmid
gene:proph:174218,prophage,prophage,prophage
gene:vir:102304,virulence,virulence,virulence
gene:plasmid:135972,plasmid,plasmid,plasmid
gene:plasmid:21029,plasmid,plasmid,plasmid
gene:proph:160613,prophage,prophage,prophage
gene:plasmid:151405,plasmid,plasmid,plasmid
gene:plasmid:14195,plasmid,plasmid,plasmid
gene:plasmid:149570,plasmid,plasmid,plasmid
gene:plasmid:152765,plasmid,plasmid,plasmid
gene:plasmid:110233,plasmid,plasmid,plasmid
gene:vir:96604,virulence,virulence,virulence
gene:proph:168099,prophage,prophage,prophage
gene:plasmid:152660,plasmid,plasmid,plasmid
gene:vir:4113,virulence,virulence,virulence
gene:plasmid:153688,plasmid,plasmid,plasmid
gene:plasmid:91793,plasmid,plasmid,plasmid
gene:plasmid:22069,plasmid,plasmid,plasmid
gene:plasmid:155311,plasmid,plasmid,plasmid
gene:plasmid:17784,plasmid,plasmid,plasmid
gene:vir:108708,virulence,virulence,virulence
gene:vir:100913,virulence,virulence,virulence
gene:proph:179084,prophage,prophage,prophage
gene:plasmid:124283,plasmid,plasmid,plasmid
gene:proph:181054,prophage,prophage,prophage
gene:plasmid:21665,plasmid,plasmid,plasmid
gene:plasmid:127440,plasmid,plasmid,plasmid
gene:plasmid:21728,plasmid,plasmid,plasmid
gene:plasmid:151418,plasmid,plasmid,plasmid
gene:proph:177346,prophage,prophage,prophage
gene:plasmid:21399,plasmid,plasmid,plasmid
gene:vir:96554,virulence,virulence,virulence
gene:vir:98582,virulence,virulence,virulence
gene:plasmid:14519,plasmid,plasmid,plasmid
gene:proph:179563,prophage,prophage,prophage
gene:vir:99719,virulence,virulence,virulence
gene:plasmid:109441,plasmid,plasmid,plasmid
gene:vir:105243,virulence,virulence,virulence
gene:plasmid:145048,plasmid,plasmid,plasmid
gene:proph:179101,prophage,prophage,prophage
gene:proph:177708,prophage,prophage,prophage
gene:plasmid:124766,plasmid,plasmid,plasmid
gene:plasmid:110908,plasmid,plasmid,plasmid
gene:vir:105143,virulence,virulence,virulence
gene:vir:102292,virulence,virulence,virulence
gene:plasmid:13528,plasmid,plasmid,plasmid
gene:plasmid:153679,plasmid,plasmid,plasmid
gene:plasmid:87099,plasmid,plasmid,plasmid
gene:plasmid:145305,plasmid,plasmid,plasmid
gene:plasmid:147557,plasmid,plasmid,plasmid
gene:plasmid:14007,plasmid,plasmid,plasmid
gene:plasmid:91092,plasmid,plasmid,plasmid
gene:plasmid:117289,plasmid,plasmid,plasmid
gene:plasmid:120066,plasmid,plasmid,plasmid
gene:plasmid:124789,plasmid,plasmid,plasmid
gene:plasmid:134943,plasmid,plasmid,plasmid
gene:plasmid:22647,plasmid,plasmid,plasmid
gene:plasmid:21403,plasmid,plasmid,plasmid
gene:plasmid:21365,plasmid,plasmid,plasmid
gene:plasmid:13451,plasmid,plasmid,plasmid
gene:plasmid:12499,plasmid,plasmid,plasmid
gene:plasmid:156700,plasmid,plasmid,plasmid
gene:plasmid:149763,plasmid,plasmid,plasmid
gene:plasmid:128020,plasmid,plasmid,plasmid
gene:plasmid:154491,plasmid,plasmid,plasmid
gene:vir:108577,virulence,virulence,virulence
gene:plasmid:22276,plasmid,plasmid,plasmid
gene:plasmid:133208,plasmid,plasmid,plasmid
gene:plasmid:21336,plasmid,plasmid,plasmid
gene:proph:159061,prophage,prophage,prophage
gene:proph:177820,prophage,prophage,prophage
gene:vir:108771,virulence,virulence,virulence
gene:plasmid:123478,plasmid,plasmid,plasmid
gene:plasmid:120670,plasmid,plasmid,plasmid
gene:plasmid:127464,plasmid,plasmid,plasmid
gene:plasmid:21248,plasmid,plasmid,plasmid
gene:plasmid:110298,plasmid,plasmid,plasmid
gene:plasmid:151695,plasmid,plasmid,plasmid
gene:plasmid:151369,plasmid,plasmid,plasmid
gene:plasmid:21736,plasmid,plasmid,plasmid
gene:proph:177836,prophage,prophage,prophage
gene:plasmid:21268,plasmid,plasmid,plasmid
gene:vir:108501,virulence,virulence,virulence
gene:plasmid:110797,plasmid,plasmid,plasmid
gene:plasmid:142143,plasmid,plasmid,plasmid
gene:proph:179088,prophage,prophage,prophage
gene:plasmid:152752,plasmid,plasmid,plasmid
gene:proph:171496,prophage,prophage,prophage
gene:proph:177809,prophage,prophage,prophage
gene:vir:96815,virulence,virulence,virulence
gene:proph:163902,prophage,prophage,prophage
gene:plasmid:17130,plasmid,plasmid,plasmid
gene:plasmid:112312,plasmid,plasmid,plasmid
gene:plasmid:117744,plasmid,plasmid,plasmid
gene:plasmid:134557,plasmid,plasmid,plasmid
gene:plasmid:112077,plasmid,plasmid,plasmid
gene:plasmid:21278,plasmid,plasmid,plasmid
gene:proph:174215,prophage,prophage,prophage
gene:plasmid:13919,plasmid,plasmid,plasmid
gene:proph:168670,prophage,prophage,prophage
gene:plasmid:15302,plasmid,plasmid,plasmid
gene:plasmid:156659,plasmid,plasmid,plasmid
gene:plasmid:21618,plasmid,plasmid,plasmid
gene:plasmid:122043,plasmid,plasmid,plasmid
gene:plasmid:21262,plasmid,plasmid,plasmid
gene:plasmid:151319,plasmid,plasmid,plasmid
gene:vir:98575,virulence,virulence,virulence
gene:plasmid:136567,plasmid,plasmid,plasmid
gene:plasmid:154322,plasmid,plasmid,plasmid
gene:plasmid:22383,plasmid,plasmid,plasmid
gene:plasmid:141921,plasmid,plasmid,plasmid
gene:vir:102109,virulence,virulence,virulence
gene:plasmid:21572,plasmid,plasmid,plasmid
gene:vir:2150,virulence,virulence,virulence
gene:vir:108656,virulence,virulence,virulence
gene:proph:177770,prophage,prophage,prophage
gene:plasmid:116535,plasmid,plasmid,plasmid
gene:plasmid:13616,plasmid,plasmid,plasmid
gene:proph:177359,prophage,prophage,prophage
gene:proph:174354,prophage,prophage,prophage
gene:plasmid:154474,plasmid,plasmid,plasmid
gene:plasmid:24911,plasmid,plasmid,plasmid
gene:plasmid:22234,plasmid,plasmid,plasmid
gene:vir:102142,virulence,virulence,virulence
gene:plasmid:115794,plasmid,plasmid,plasmid
gene:proph:177256,prophage,prophage,prophage
gene:plasmid:14373,plasmid,plasmid,plasmid
gene:plasmid:145648,plasmid,plasmid,plasmid
gene:vir:3427,virulence,virulence,virulence
gene:vir:1736,virulence,virulence,virulence
gene:vir:1398,virulence,virulence,virulence
gene:plasmid:22565,plasmid,plasmid,plasmid
gene:proph:168493,prophage,prophage,prophage
gene:plasmid:135668,plasmid,plasmid,plasmid
gene:plasmid:127501,plasmid,plasmid,plasmid
gene:plasmid:17291,plasmid,plasmid,plasmid
gene:proph:168482,prophage,prophage,prophage
gene:plasmid:90631,plasmid,plasmid,plasmid
gene:plasmid:21361,plasmid,plasmid,plasmid
gene:plasmid:21678,plasmid,plasmid,plasmid
gene:plasmid:109587,plasmid,plasmid,plasmid
gene:vir:102341,virulence,virulence,virulence
gene:vir:103685,virulence,virulence,virulence
gene:proph:163198,prophage,prophage,prophage
gene:plasmid:149366,plasmid,plasmid,plasmid
gene:plasmid:21717,plasmid,plasmid,plasmid
